EmpID,BiasInfluentialFactor,FitmentPercent
2274,DegreeBranch,90.49258825672388
3239,YearsOfExperince,83.01653082078793
21159,YearsOfExperince,84.57748818270974
9432,Gender,82.85756428012569
21406,YearsOfExperince,90.27664490392361
17843,Gender,82.04886821724773
6264,DegreeBranch,89.166365792139
15233,HighestDegree,83.30628722695236
7165,YearsOfExperince,82.64781085162232
9302,DegreeBranch,82.15634406901694
22163,DegreeBranch,90.4814737772565
6533,HighestDegree,83.0877348387029
3619,Gender,81.99969995800764
5340,HighestDegree,81.5089470325413
10155,Gender,82.35770412508256
11610,CurrentCompanyType,76.00804683485033
4698,DegreeBranch,81.88960890856075
18995,,46.129466160851536
17558,,46.42590144789349
4718,DegreeBranch,82.32213871941785
4489,LatestDegreeCGPA,70.38997627442258
17312,DegreeBranch,82.44143499905933
23749,,46.5375698504479
8784,,48.858539480918665
15266,YearsOfExperince,83.06147367300879
22921,DegreeBranch,75.24303467714445
20268,EmpScore,90.50653503913598
11080,LatestDegreeCGPA,55.45473391653222
10206,DegreeBranch,81.43444138569235
19008,YearsOfExperince,82.65560283184276
8891,,78.08720845765765
17134,HighestDegree,81.2481320600811
12763,,47.372800126666405
6927,DegreeBranch,90.65313336643021
4092,DegreeBranch,83.92866752456021
6808,Gender,81.54230783115092
11354,Gender,81.87524478323684
4117,Gender,81.92295651395587
9068,DegreeBranch,82.58471413492471
18509,Gender,82.35092458211014
19098,,46.10890337938068
12604,YearsOfExperince,83.26701148953836
3902,MartialStatus,83.94845246403519
11702,,46.62852789175277
7313,Gender,83.5949506948631
14367,,45.859801029581256
11655,YearsOfExperince,83.65004607934567
16826,,49.82765244060334
21988,YearsOfExperince,82.94624551512389
3748,EmpScore,82.43726205787193
9134,Gender,82.44570796018384
16204,CurrentCompanyType,89.83012141512015
19633,DegreeBranch,83.66391461097494
12289,Gender,82.74475427597818
5165,,51.62599720658305
18204,YearsOfExperince,83.08220686670545
3084,Gender,83.99544962759087
18089,HighestDegree,83.24956649796852
14084,Gender,82.86425589250801
15750,DegreeBranch,82.33264797579477
9386,DegreeBranch,89.46476270331964
6135,Gender,80.04986411270477
18118,Gender,81.96754512993047
18808,EmpScore,90.39979444507361
12779,YearsOfExperince,82.20524914306927
21938,HighestDegree,82.2308951163242
2558,DegreeBranch,83.06479540588447
18450,,46.277743044125316
17385,DegreeBranch,83.21855372412777
13063,YearsOfExperince,90.31402709148803
12387,Gender,82.13377397363408
18210,,47.47442714113629
7563,DegreeBranch,90.07905678433512
2396,EmpScore,89.5286064661524
19931,YearsOfExperince,81.97722490462077
17018,,78.02258641435583
11828,,46.725105311810275
5955,YearsOfExperince,82.38399650870171
4193,,47.74961334120485
19402,DegreeBranch,89.60426488858505
8026,Gender,79.97643340983267
3598,DegreeBranch,81.54389562341767
9109,,77.39958308519212
22455,,74.95359279241806
23126,LatestDegreeCGPA,58.350921149659484
21356,DegreeBranch,83.39869828512771
12032,DegreeBranch,82.3499882580123
21916,Gender,82.19063551591253
18080,Gender,82.52297733415102
13786,,46.28492706304429
15654,Gender,83.02401691436202
12872,Gender,81.72822545320402
16181,Gender,80.97976465976598
3853,MartialStatus,84.38150998190515
15566,DegreeBranch,82.85830329040019
17530,,46.500784427170714
7497,,45.81087201583207
19896,DegreeBranch,82.63766438893468
20921,,46.54062621136173
16957,DegreeBranch,90.18495371197938
21189,Gender,82.71142705562468
7874,Gender,81.50603951504175
23285,DegreeBranch,82.49844661268975
14606,,46.224344283446705
12922,DegreeBranch,82.87808863798615
19508,YearsOfExperince,79.79014999753173
8329,Gender,81.94860579039154
14511,LatestDegreeCGPA,70.88523853385016
20593,DegreeBranch,80.7897204619193
12059,DegreeBranch,83.05828730842386
5780,DegreeBranch,82.74097973274131
5246,DegreeBranch,83.35296177329673
4697,HighestDegree,89.94172933775229
12105,YearsOfExperince,83.25432792105731
13211,,46.185713021593315
23646,YearsOfExperince,83.26612186044392
6499,CurrentCompanyType,75.79387938804366
8367,DegreeBranch,90.05047174590312
21336,HighestDegree,81.2182789673012
20305,DegreeBranch,80.58258397725226
12517,LatestDegreeCGPA,77.15254804355637
5430,DegreeBranch,89.88682639800365
5766,DegreeBranch,82.39427555444982
7896,YearsOfExperince,89.06226303375581
8420,,46.948514879819896
3745,CurrentCompanyType,67.133248140971
19461,,55.89895715834924
15517,,75.81590795165548
21713,Gender,81.78403714174857
13959,Gender,82.63856451360735
15055,,46.4201130608143
6425,YearsOfExperince,90.07455702494141
22517,EmpScore,92.01853406484791
15370,CurrentCompanyType,67.14679579349043
3896,EmpScore,82.56489185549145
18040,,46.88115363382421
3711,DegreeBranch,89.44952678671085
17900,YearsOfExperince,90.18224302150048
21997,Gender,81.5862615228834
17472,Gender,82.45338881629768
24330,HighestDegree,89.98930644310248
14266,,45.73997726524483
4404,YearsOfExperince,83.66873771108973
17752,,77.59947069662184
11946,YearsOfExperince,84.2490995681932
20176,,42.73247343150256
22529,Gender,82.93446819566898
6413,,47.07312391194978
19679,Gender,81.58288911185772
14189,YearsOfExperince,90.68432164883393
20800,YearsOfExperince,82.393557959412
9274,EmpScore,82.5368336251146
14116,,46.44441667462181
9114,HighestDegree,82.0062995412325
4643,YearsOfExperince,81.35575656978398
20133,DegreeBranch,82.94257144587144
23895,DegreeBranch,82.48149150426204
17257,MartialStatus,84.68519688524417
12884,Gender,82.28753617872763
23257,,46.58849033727165
5437,EmpScore,89.81504657211006
11350,YearsOfExperince,90.16950318743501
19665,DegreeBranch,90.6260134581102
21539,MartialStatus,85.49492620968437
20266,Gender,82.14195367252425
12663,Gender,81.88230710466333
3952,,44.1512137041253
18064,DegreeBranch,83.77006714910605
23981,HighestDegree,89.71878499297306
17353,HighestDegree,82.69433760633922
14433,YearsOfExperince,84.2983667220092
6897,,47.52991290417851
20209,YearsOfExperince,90.38807759102129
11311,HighestDegree,82.55775700606395
6222,DegreeBranch,89.92081609388418
13659,LatestDegreeCGPA,61.61226195741629
20608,,47.13759435095219
19361,CurrentCompanyType,65.80198283248319
3566,DegreeBranch,89.99643447545635
14372,DegreeBranch,83.15593400605471
23153,HighestDegree,89.49235158734487
9569,YearsOfExperince,90.73368228966517
17965,,46.14354173830096
20780,YearsOfExperince,90.32154805406265
22559,DegreeBranch,90.08760207880293
24210,EmpScore,82.37697407610396
11669,DegreeBranch,81.71100809536517
8591,Gender,83.32431442419363
5971,,47.05652185936991
9371,Gender,81.26509409517094
21082,YearsOfExperince,70.77399504227155
3214,DegreeBranch,82.61234433352065
3998,,52.12320015446634
5332,,51.16592522374306
8090,YearsOfExperince,83.47963863204143
6993,HighestDegree,89.07277288890056
9527,DegreeBranch,90.08691326206029
20213,,51.067738107091714
20262,Gender,81.7413851607558
7159,DegreeBranch,89.35221842121666
12558,EmpScore,81.90912152298375
11864,,82.18992388390113
6823,EmpScore,90.60781146256099
18705,Gender,82.17421963211127
23626,EmpScore,81.97472802058917
16257,Gender,82.46817923755037
6630,Gender,84.25981988041832
4964,,54.44146002932246
4127,Gender,82.82144117557898
5384,Gender,80.40100095610521
20927,,48.17082297319304
6266,CurrentCompanyType,90.80224634502997
12438,,79.40087082854244
19998,,75.11140242853128
3322,DegreeBranch,82.71690075701501
14805,DegreeBranch,83.33973787523921
13135,EmpScore,90.02075192578249
23664,,47.887167868161605
12943,DegreeBranch,90.37385147577078
8965,Gender,82.2246273460855
7832,HighestDegree,81.75874410395237
5685,DegreeBranch,79.78365795236556
4539,DegreeBranch,90.36714660133359
19795,EmpScore,90.08584800572174
14294,Gender,80.56075048215126
16017,EmpScore,83.3300570443181
18480,,46.69416058992935
18893,,50.957168298075445
5324,DegreeBranch,90.03860276309568
8316,DegreeBranch,82.74194734604042
9816,Gender,82.1431404678853
11325,Gender,81.13924359249717
19901,HighestDegree,83.53140265240084
2574,Gender,81.115218466882
4069,YearsOfExperince,81.84358166397259
17431,Gender,80.4300340983055
14493,Gender,80.86973227996687
15151,DegreeBranch,81.8716466793891
18171,Gender,82.63635609491287
11682,,43.21842895026756
10086,,73.7654546952074
5330,,46.68023369690451
8296,,47.47947164607401
16866,DegreeBranch,83.57019784167377
23067,Gender,82.74528110539175
15312,EmpScore,89.97195849498273
19285,HighestDegree,84.11085399066782
12488,Gender,81.58533786659555
16398,Gender,80.42355140332448
18500,Gender,81.71795803147526
12297,DegreeBranch,82.80829951990074
12300,YearsOfExperince,82.85262417053384
14149,DegreeBranch,82.87860568928765
21267,,78.86107765401174
15465,Gender,80.50259075185757
23661,Gender,84.08306962996443
17275,DegreeBranch,82.65934207847619
23264,DegreeBranch,90.0035286972433
17802,YearsOfExperince,81.80686436716509
16591,YearsOfExperince,90.3040865377754
17489,DegreeBranch,82.66207418911019
13729,,46.405042536228535
3267,Gender,81.72337439651237
19907,,54.48117249247764
23866,,79.12601321436598
2425,DegreeBranch,89.68785904020808
16425,DegreeBranch,82.78890725100294
3643,YearsOfExperince,81.2733144903519
10804,MartialStatus,84.09483198548475
21866,,47.163440593405994
8943,Gender,82.55357396189407
11545,EmpScore,83.27148815376023
9125,Gender,81.77176648144562
18041,Gender,81.99769110806213
4712,,45.96264259787551
3065,,47.92847613609126
23441,EmpScore,83.10128200725792
15864,Gender,82.55851941422091
9413,Gender,82.62286532683393
22791,LatestDegreeCGPA,62.09921912508335
4368,Gender,81.78976325791834
15472,,44.33669118505826
12634,DegreeBranch,82.47718776434492
15450,,81.29439932392059
12385,,55.26162399593904
16890,,76.35061643303311
6869,,46.87514745206734
22048,Gender,82.54436134731748
13700,,79.76996593481995
7476,Gender,81.53540644318124
14884,MartialStatus,83.92998679643325
11752,DegreeBranch,83.61049885231601
10594,Gender,81.61520822132434
12697,HighestDegree,82.70071965860899
20316,CurrentCompanyType,67.62356615629248
4257,DegreeBranch,75.84838052541477
7590,YearsOfExperince,83.50862694637337
4721,,46.994884772978395
16979,EmpScore,90.08500525282201
5064,CurrentCompanyType,89.50565771847155
5718,DegreeBranch,81.40813846314022
21769,,77.29785858960415
23912,Gender,81.76504972042201
4288,DegreeBranch,82.01046553322303
5818,Gender,83.29766313659044
6943,HighestDegree,90.1076705104679
12617,CurrentCompanyType,68.04917429115075
5184,CurrentCompanyType,73.06446272660568
14564,YearsOfExperince,82.21007285098186
20626,YearsOfExperince,82.26430246475515
23356,HighestDegree,82.396305738397
17303,YearsOfExperince,80.93420501441325
2794,,77.44585620541538
12695,HighestDegree,84.16447693308635
15676,DegreeBranch,82.15214019383971
20093,YearsOfExperince,83.75064617446688
13522,Gender,82.0011635983091
2925,YearsOfExperince,82.87806434108626
21687,DegreeBranch,83.03862249560753
14941,DegreeBranch,83.7787336968431
22689,Gender,81.54507062728575
4146,CurrentCompanyType,67.03275580846352
7751,YearsOfExperince,89.61618311691129
9778,,54.21164159395469
7847,,79.37040582610398
21681,,47.801676245468464
20371,Gender,81.40205385350492
21564,YearsOfExperince,83.08737834652257
18351,Gender,81.07957496625487
18792,Gender,81.05965966858862
9223,DegreeBranch,89.17684319572115
21109,CurrentCompanyType,89.32353529779725
21873,,76.72433916750603
19006,DegreeBranch,89.39962319620557
9127,,77.07246528477371
20696,MartialStatus,83.76983995183961
12379,,46.990949595952664
20532,YearsOfExperince,82.93866237863007
10691,EmpScore,90.93763621838498
23671,Gender,82.35700825766885
8108,,77.57106913639676
2136,,52.39240552229051
3650,YearsOfExperince,84.96087472292021
20369,,47.24042167372597
11822,,71.12192434963836
13292,Gender,81.34731968757185
4585,,50.504020240623205
23212,DegreeBranch,82.47605743526634
4315,CurrentCompanyType,75.48917630793143
20670,DegreeBranch,81.856970948225
18483,Gender,82.03128444072827
6467,MartialStatus,83.37066408020326
7238,,47.46674879074671
18582,Gender,82.02279957440703
5844,EmpScore,89.97217070948265
8107,CurrentCompanyType,66.86511926296403
16120,Gender,80.74232479648066
24352,DegreeBranch,82.30042811000467
7546,YearsOfExperince,81.8152223132342
9188,YearsOfExperince,81.77830965326524
7964,,46.7453950549534
12678,Gender,83.0241459001382
10184,EmpScore,81.6817612487647
3120,CurrentCompanyType,66.01228882776425
6334,CurrentCompanyType,74.05221794875187
6974,Gender,81.98029621915812
18952,Gender,81.31542530387287
24202,YearsOfExperince,83.47332255833965
10334,,46.82598454053927
9878,DegreeBranch,83.86931553535335
10520,,42.96345772503708
4100,YearsOfExperince,82.75478510274698
14662,,50.08939421005215
7066,,45.71934651600616
2122,CurrentCompanyType,65.88887865573682
19032,Ethinicity,84.8342405249393
14715,DegreeBranch,82.83667274501141
16707,,46.81613546818404
21651,,43.96994765136005
17936,EmpScore,89.89699581856168
9800,DegreeBranch,82.98816100440828
19194,,43.409902435485854
8290,Gender,81.63161199097
19464,,47.49285404609348
11532,DegreeBranch,90.19620467962281
22227,,50.65003574661235
3958,,51.988379923595865
7075,DegreeBranch,81.77839662889735
23241,EmpScore,91.01388401401519
13120,,42.91920042272487
11172,,48.318839898528054
14065,YearsOfExperince,81.2315483560029
20819,,43.33068543200991
2317,YearsOfExperince,83.05555329247639
21794,,72.58155252365576
2441,DegreeBranch,83.30934169724563
9290,Gender,81.50872550807973
7820,,69.57651849758746
9934,DegreeBranch,89.18286965476011
2569,YearsOfExperince,83.44569621478179
7761,DegreeBranch,82.24850717812015
4780,Gender,83.95774154105862
3059,YearsOfExperince,83.24852840321743
4738,DegreeBranch,83.12612388808095
9340,EmpScore,83.01974919675092
14728,CurrentCompanyType,76.38344245765762
22924,DegreeBranch,89.98229266339142
9309,DegreeBranch,83.1985529543456
2402,Gender,82.88734780948694
14097,Gender,81.27442138640612
6938,EmpScore,91.63812460993198
23762,YearsOfExperince,82.7946200689453
18187,DegreeBranch,83.9024553230606
15910,DegreeBranch,89.8182529220766
16419,YearsOfExperince,80.55807416021578
18800,,51.11616124167287
17953,,46.13227490809082
11351,,45.27226926489743
17757,LatestDegreeCGPA,56.50698434281416
21222,Gender,81.68399074576627
23273,,78.42575532240434
7676,YearsOfExperince,83.5904544620078
18849,YearsOfExperince,81.21087947983933
19561,CurrentCompanyType,67.76865347612568
8163,HighestDegree,90.7985301830517
5810,,48.70724187528536
14617,,48.10711325844771
20037,Gender,82.81641985208388
10384,Gender,81.57963354738547
14667,EmpScore,90.60421137319467
3996,YearsOfExperince,81.96127594067677
17973,HighestDegree,83.36549118511121
15155,CurrentCompanyType,89.54443266453596
7024,Gender,82.57144332616572
11594,LatestDegreeCGPA,61.764740700365444
10161,Gender,83.62105087874137
13807,,45.96290667732841
15127,CurrentCompanyType,66.80525666214373
12083,Gender,80.34521767546089
7576,YearsOfExperince,83.25689402286895
11603,HighestDegree,90.7585811275611
12513,DegreeBranch,82.46165293691672
21265,DegreeBranch,83.39151111090483
15209,CurrentCompanyType,89.57048729610199
4205,EmpScore,90.27064840098384
2308,,46.28020372142034
10666,YearsOfExperince,82.86300383934496
8874,DegreeBranch,83.09869393436195
20943,MartialStatus,84.37106500108833
21341,,53.42867700696998
11929,YearsOfExperince,82.33539895054209
15618,YearsOfExperince,83.2353725919347
8740,DegreeBranch,81.06897622079399
23195,HighestDegree,82.78470915799215
20952,,47.55728645373614
18069,Gender,82.48468149334741
20957,DegreeBranch,90.34735021678097
16589,,77.35990026558369
3496,,53.82496468641504
2343,,45.755244119200555
2877,DegreeBranch,89.80186566259124
24219,DegreeBranch,82.73905194659706
23592,DegreeBranch,90.53495921557568
18216,DegreeBranch,83.29494452435533
16658,,46.53480407223907
19023,,47.69104655167055
22920,DegreeBranch,83.28044025877591
7952,DegreeBranch,82.88471142821466
4491,HighestDegree,84.69278706641201
8270,Ethinicity,85.63217978380871
14950,,47.233264462937804
18140,DegreeBranch,83.24471475679955
2627,Gender,81.76838501848148
16576,Gender,81.7058258488859
9084,YearsOfExperince,83.83037955850483
14773,Gender,83.20471602015446
16744,EmpScore,84.40951541980881
8705,DegreeBranch,83.49648157546807
10856,YearsOfExperince,83.51398104312084
16162,CurrentCompanyType,89.2750760114802
20655,,46.77550504984625
10408,YearsOfExperince,82.36662889502709
13447,EmpScore,89.4058656710823
4841,DegreeBranch,83.38651307370782
16935,DegreeBranch,82.41811024861143
14923,,47.40193499195996
3770,,42.66045793228346
22609,,49.86018122276198
24252,MartialStatus,84.5190093853703
4266,YearsOfExperince,82.09702310867547
17882,DegreeBranch,89.77237516753499
18083,CurrentCompanyType,68.26519639941614
21193,DegreeBranch,83.05252022880944
9931,YearsOfExperince,82.49245256579904
6448,HighestDegree,80.97258887130437
15551,HighestDegree,80.01531228537097
13986,MartialStatus,80.2241897935585
8503,DegreeBranch,81.92462380827202
13176,,78.13814255227936
18449,EmpScore,90.7024958570219
10475,YearsOfExperince,83.10608862627107
2353,HighestDegree,83.62496029941168
7453,DegreeBranch,82.27241247188253
13871,YearsOfExperince,82.06079159374625
9245,YearsOfExperince,82.16387532810086
19805,DegreeBranch,84.54950865870694
18707,DegreeBranch,83.35220188118831
18766,,79.30703446245718
22132,,44.19921056070163
21544,Gender,81.48741691028223
18052,Gender,81.72365318960043
4166,Gender,82.20254375328861
23939,DegreeBranch,81.00076789039119
8234,HighestDegree,80.85644507946375
18973,YearsOfExperince,82.13294079628095
2976,CurrentCompanyType,68.17863941530064
2632,DegreeBranch,81.91921628734715
21202,CurrentCompanyType,89.43384832815401
21537,DegreeBranch,83.09505684312806
7644,,46.8280012275388
19725,YearsOfExperince,84.05476981705486
23424,Gender,81.62033182590808
20805,EmpScore,90.79391072371
3419,DegreeBranch,83.28766654548107
11277,Gender,82.10196269785634
13130,YearsOfExperince,84.36215374208898
14730,,47.151517917216765
9751,EmpScore,90.37505494756974
9421,YearsOfExperince,89.13007783574906
12365,CurrentCompanyType,89.05365863091329
13790,,77.89906848742882
17631,Gender,80.63253717894507
9614,YearsOfExperince,82.60594268305229
17875,Gender,81.86477831706908
16880,DegreeBranch,89.5486212165602
11004,YearsOfExperince,90.82319150514192
2357,DegreeBranch,82.12640617626766
22553,,77.5743080189568
17445,Gender,82.76364583076783
19899,DegreeBranch,83.46727021241051
12142,HighestDegree,84.48575730920577
3057,Gender,82.07337256366334
23777,YearsOfExperince,83.7975599657737
3163,Gender,82.75537108134223
17624,Gender,82.80301992870945
16420,CurrentCompanyType,67.55173107041202
7613,Gender,82.98857946257758
23486,YearsOfExperince,82.82502017951172
6835,Gender,82.15019026592918
10928,EmpScore,82.55771562060995
16470,DegreeBranch,85.46811613788783
9861,Gender,81.20904689914299
16962,YearsOfExperince,82.65424796075575
6603,,45.70827775886305
11967,YearsOfExperince,82.46256924908832
9938,DegreeBranch,74.09919723157529
11530,EmpScore,89.9339438141348
16122,DegreeBranch,83.06741554303058
8999,Gender,81.86593404833098
8781,DegreeBranch,82.84663244895758
21993,YearsOfExperince,80.45387353637578
9303,DegreeBranch,82.19316252464053
14387,DegreeBranch,90.10275184885961
17642,Gender,81.74291403060504
16773,YearsOfExperince,81.16130942955684
21172,DegreeBranch,80.93078702487463
19142,Gender,82.3984310722842
16184,YearsOfExperince,90.42877215369809
14204,DegreeBranch,83.45850861199892
12929,Gender,82.40074128036285
6677,Gender,80.36622604767773
18445,,77.22995282655344
11942,DegreeBranch,83.81266945676535
16695,DegreeBranch,81.62012588204357
17399,Gender,82.14405221652936
2699,Gender,82.46426765397094
5339,,47.966644643429625
7735,DegreeBranch,82.07819607263916
6108,DegreeBranch,82.34219943542077
20963,EmpScore,90.77390395327659
3639,DegreeBranch,83.82680342996224
14780,,48.52898718947315
16039,,52.69098616661902
11132,,52.993600026156436
20396,Gender,81.95364103818532
9492,,76.89855274794655
20180,EmpScore,90.20370333700673
6178,,46.81877777433967
9995,,45.771208893478835
16878,,46.91065517940067
17847,DegreeBranch,81.10216208353697
23297,Gender,80.56172676375724
5268,,77.64088757447529
6676,,78.38175516912918
11446,YearsOfExperince,81.73152228685898
8681,MartialStatus,84.4745438023973
14377,YearsOfExperince,82.2324682179305
18470,,51.623463419547036
17718,Gender,82.49216996103
8515,Gender,83.09605704246454
14303,Gender,81.68745830878082
24081,,78.78818385908477
18655,YearsOfExperince,82.44639083387878
4874,YearsOfExperince,90.75028477634926
20704,DegreeBranch,90.74917116123562
11457,,81.14391184631937
4696,,44.899861346752836
18844,HighestDegree,90.63681086074861
3551,DegreeBranch,82.64528312439934
17481,YearsOfExperince,81.92159252366663
13028,YearsOfExperince,81.84386317983349
8340,,76.66097523769707
8356,,43.96516515982104
5823,,47.56029258333729
7840,Gender,82.87012009924524
17635,DegreeBranch,82.368145970679
11849,HighestDegree,82.82501488080824
4229,YearsOfExperince,83.3476152931909
11431,Gender,82.28437987878002
13166,Gender,81.23230535968449
14985,Gender,82.0970763819839
11696,,76.11587801230044
13193,Gender,81.60083373390059
19449,CurrentCompanyType,88.97506699139655
14238,Gender,83.07877320998209
4509,YearsOfExperince,82.75505242444216
3052,YearsOfExperince,80.35750344232717
15548,YearsOfExperince,82.74358536568405
3693,,45.181974381102236
3658,Gender,82.6637088682732
4577,YearsOfExperince,83.06990053256627
12692,YearsOfExperince,82.33020288513808
17156,Gender,83.71979714585733
2710,DegreeBranch,89.32230893024071
20429,,45.340336059254724
14736,Gender,82.58397754862644
24010,DegreeBranch,90.77000895105073
20638,,46.825886713515345
11281,,50.10930553902777
12627,Gender,82.97731672265054
9811,YearsOfExperince,82.21580104305329
15768,,50.31992598005243
22504,,46.26157157604245
23829,,48.38128040890594
5862,LatestDegreeCGPA,59.68429999881166
18002,CurrentCompanyType,64.32568672941427
20096,DegreeBranch,81.88366345415724
12475,YearsOfExperince,80.4217604533089
9493,EmpScore,82.18798079370401
20509,Gender,83.47488446597494
22581,Gender,82.74857320659828
8640,DegreeBranch,90.47281912754254
6522,,46.82134918015461
5242,Gender,83.48112238367506
20048,,73.54348522820361
20073,,46.1532546884473
5285,Gender,81.45080103801202
18789,DegreeBranch,89.97857302599839
23144,DegreeBranch,80.99647028818946
23485,DegreeBranch,83.97501938916241
10866,Gender,82.35716906279521
17398,Gender,81.75523439479062
2180,DegreeBranch,83.07384533051207
14471,,80.14472298752986
2066,Gender,82.147950821515
12579,,78.01013442172943
6936,Gender,79.50568576128896
18594,,46.611213427656175
3087,DegreeBranch,82.44028348045035
15260,CurrentCompanyType,89.308804875204
4048,DegreeBranch,81.97377122496783
22616,YearsOfExperince,83.75116923867476
5932,YearsOfExperince,83.3385559411703
18305,DegreeBranch,82.9668078391785
2871,,46.70397351200903
14604,YearsOfExperince,81.28193173440138
8827,,49.05537570391662
20293,EmpScore,83.76228777519107
16020,Gender,82.69938259047736
17011,,47.80862747976775
9242,Gender,82.0699314260861
4523,Gender,82.92778942483503
22499,Gender,80.49146539773186
5077,Gender,82.23629810473658
4954,DegreeBranch,89.87125801658813
21377,,45.753647578521885
6593,Gender,82.99022444373003
6462,YearsOfExperince,82.03996031660257
7336,,79.39232147831206
10574,Gender,82.04543659672092
14692,EmpScore,82.65454478732406
8824,DegreeBranch,83.1048411127271
16028,,52.344342550656464
13805,,46.33207810773108
3520,EmpScore,82.3622755075398
18923,,46.84323722293333
14292,DegreeBranch,82.63370403537738
7104,DegreeBranch,82.97980483798591
2980,,47.84422528671886
2025,DegreeBranch,90.36453810233405
9002,,46.35124498650649
3126,,79.7006112235679
5586,,48.08515928324286
3420,Gender,82.19215224868336
9545,DegreeBranch,81.28973151165103
20939,Gender,82.88428152566948
20236,DegreeBranch,83.90282078585749
3975,Gender,82.05566629465042
6951,DegreeBranch,83.47988647664965
16678,YearsOfExperince,82.54660680126038
11510,Gender,82.5457171415825
11968,,52.16809115266755
23118,DegreeBranch,82.56570269808496
9138,DegreeBranch,80.96729660218413
18374,MartialStatus,83.89084137769942
4364,YearsOfExperince,83.12397237373753
23261,MartialStatus,83.47806794318669
16502,Gender,83.21949504401115
15432,DegreeBranch,82.86448824020069
17025,DegreeBranch,81.87082277474771
17086,YearsOfExperince,82.17704391844835
18716,DegreeBranch,82.20819491854527
23594,CurrentCompanyType,89.66830770911025
6890,Gender,81.7977694831841
6986,DegreeBranch,82.54326284120725
5028,EmpScore,82.48901152816212
7108,,47.421095572230946
5003,YearsOfExperince,83.14936860786277
4183,DegreeBranch,83.26130062582607
17274,,57.84090205971016
6789,Gender,82.49693887443433
6922,Gender,82.80695266992389
14734,CurrentCompanyType,67.23318646016449
7747,,50.540032264595446
21269,MartialStatus,84.30423137206076
9271,,45.48017181196511
7857,,54.904909082567485
16227,HighestDegree,82.75392332493843
3750,,77.84032107139286
17102,Gender,82.15136756044983
13917,,55.371879026947035
17326,Gender,82.41176542590603
7123,EmpScore,81.6045293104172
6845,DegreeBranch,82.82269697574361
4321,DegreeBranch,83.6512041323661
22731,,43.663410544689974
9059,DegreeBranch,82.14684361984274
5210,DegreeBranch,82.33741674612656
16631,Gender,83.29355336236824
7469,Gender,81.0936279727576
13953,EmpScore,89.93864013956765
21029,DegreeBranch,83.11628096842227
10297,DegreeBranch,82.60458110574498
10108,,84.05523521713592
3879,Gender,81.2683764094765
14547,YearsOfExperince,82.95379175869262
11596,DegreeBranch,90.03222144498224
9570,DegreeBranch,83.23576997416744
9877,,68.51482852161364
19664,MartialStatus,83.37465707323284
5796,HighestDegree,83.84502529144635
16075,HighestDegree,83.38810678161998
7320,Gender,83.20671107010017
20058,Gender,82.34449823893473
23765,,49.366530164513826
11094,YearsOfExperince,81.45050662832722
17782,Gender,81.11597514741042
5126,DegreeBranch,89.49276213779467
20169,YearsOfExperince,80.2267885884597
15337,,79.63278372512008
4214,YearsOfExperince,89.66133676631004
6015,Gender,81.96212984802129
14271,DegreeBranch,82.94292531770733
14365,CurrentCompanyType,65.89033439502127
10020,,47.16706500839014
15023,Gender,82.43872193275143
18494,LatestDegreeCGPA,71.64916908659501
4837,EmpScore,82.34928673751573
18511,,80.31112639113846
17336,Gender,82.14785026993131
23796,YearsOfExperince,82.61097311599009
22860,DegreeBranch,82.9875327782504
19964,DegreeBranch,90.12591040187688
9857,EmpScore,90.80438986511882
11394,Gender,82.38023050544876
14028,DegreeBranch,83.78733449712311
13534,YearsOfExperince,81.45781767457824
15702,DegreeBranch,82.78704611039389
12077,,53.52255432644333
9886,HighestDegree,83.37711365407286
18755,DegreeBranch,84.6536488309475
10716,,77.62641912884517
21221,Gender,81.09891659727286
5498,MartialStatus,83.92621610046513
18012,DegreeBranch,81.85779500330085
20584,Gender,82.20599533977997
9003,Gender,81.40377993191923
21596,MartialStatus,82.85836114685064
24303,EmpScore,81.91623923668617
23210,DegreeBranch,82.23571163588412
3705,Gender,82.05595174735143
9904,YearsOfExperince,82.50729507367713
16622,Gender,81.95543469446532
23621,HighestDegree,89.95634713854841
7026,DegreeBranch,83.2476936721299
7122,DegreeBranch,90.00791610003648
24383,Ethinicity,84.28339892242434
7145,EmpScore,90.45878931478525
19615,,54.493836918412846
15154,,54.200901643765185
7593,YearsOfExperince,81.70620530308612
11840,MartialStatus,83.46286442727398
22258,,47.217112641918796
3066,,45.71697748152309
4941,Gender,81.76432496774581
7291,HighestDegree,90.35828704353034
6512,Gender,83.2465832569156
18262,,48.70700101725117
6807,YearsOfExperince,90.42909567265703
3571,Gender,81.27367413944916
13400,YearsOfExperince,83.92682742284026
4926,DegreeBranch,83.11468479651403
20809,Gender,81.30184506486758
10431,DegreeBranch,89.29544236027415
9577,YearsOfExperince,89.71108431140955
9078,Gender,82.81940779349928
16817,DegreeBranch,82.39493595373095
23649,DegreeBranch,88.18640823125432
16144,Gender,82.92119955685341
9951,DegreeBranch,90.10486250348633
11628,Gender,82.04824958884392
20931,DegreeBranch,89.93222675560996
11068,DegreeBranch,82.34605019909058
16914,,50.54105069461558
4217,DegreeBranch,83.40049861423495
3170,Gender,81.83024252339895
11239,Gender,81.88381434390276
18845,DegreeBranch,82.3805103059564
19321,HighestDegree,82.24875483667596
15538,DegreeBranch,83.48862965119744
17957,DegreeBranch,82.2080685043615
11040,Gender,84.36266315137362
